comments,label
电池电力很好，还有就是信号强劲，在几乎完全屏蔽的地方竟然还能接打！,1
佘自强，“广州汤王”，刚从北方来到南方以前还不知道，呵呵这还是买完书才知道的，不愧是名人，看来我的选择是对的，书确实有价值，对于南北的差异身体还有些不适，随着时间推移他的效果才慢慢让我看到了，经得起考验，他将中草药与日常饮食进行融合，和我们的日常生活紧密联系，让我们“健康生活”，也越来越喜欢广州的“靓汤”文化了，呵呵,1
一本书200页，综合一下只有3页可看  却要花200页的钱 唉 唉,0
对蒙牛有利吧？,1
每个人的看法可能都有所不同，也许还在围墙外的我没有用心去看者本书吧，也是听朋友介绍跟风买的，满新欢喜的拿到后一读觉得没有什么意思。情侣或夫妻两个人每家都有每家的故事与特点，我觉得只要用心就好了。。。。,0
外观好看，键盘舒适，触摸板很好用。屏幕好，富士通系列最顶级的屏幕(比较欣赏)。有摄像头，蓝牙，无线，读卡器，dvd刻录，指纹。反正设备很齐全。,1
作者逻辑严密，一气呵成。没有一句废话，深入浅出，循循善诱，环环相扣。让平日里看到指标图释就头疼的我竟然大有拨云见日，醍醐灌顶之感。果不出所料，占豪的黄金游戏，值得期待！,1
真的很差，就这个价格来说完全可以在桂林住到更好的酒店，前台服务员态度一般，入住之后，空调有问题，房间卫生间没有完全隔开，不方便！反正很不满意，建议不要入住,0
孩子七岁了，是个“麦坤”粉丝，昨天收到的，今天就带到学校“炫”去了，还不舍得涂。每页上面都有一句话，和电影故事里的情节大致一样，每个主要人物都有，只是文字不带注音。(注音版)指的是每页都有一个来自这段故事文字中的一个词，就是描红字，字很大，很适合5岁以上的孩子，还能够认识一些字。只是里面有两个人物的名字“马克”变成了“阿麦”，“博士”变成了“韩大夫”。对认真的小车迷们比较遗憾。,1
好小的门面，没有电梯，房间也不是很一致！豪华房居然要400多，马桶还是坏的！酒店太自作主张了。。。。,0
比MOTO的E680的功能没强到哪儿去，却是E680的三倍！比高端的PDA都贵！我宁愿拿这1000元的手机＋4000元的PDA，也不要这破玩意～～～,0
外观设计别出心裁！配置均衡性价比高，比TC系列又有进步。散热很好。,1
步步惊心是我看的第一步穿越小说，当时看到老版的题目和插画的风格，以为就是那些年轻孩子看的青春小说，没有放在心上，想随便翻翻。不料这一看一发不可收拾，一口气看完，而且看的泪流满面滴。好多年不看言情，好多年不为爱情感动，这下可被桐华给套住了。像《步步惊心》这样细腻的文字，宏大的历史背景，精致的景物描写，真的是言情小说里不可多得的精品，值得收藏，值得多次翻看。,1
已经是第5台了，还没拆开，毕竟是大品牌应该没问题。,1
写的一般吧，并不像推荐的那样好，如果实在书店可以先翻看一些的话，我想是不会去买的。,0
是因为陈丹青在谈鲁迅时的推荐，才留意这本书并找来看的，确实很生动、有趣，应该感谢胡颂平先生（尽管他很谦逊），为后人记录了这些精彩的片段，在大师人生的最后几年。过他的记录，才感觉到，原来“胡适”并不只是一个高高在上、后人激赏抑或针砭的名人，而是真真切切的离我们很近很近的一位智者，一位有血有肉的大师。,1
本子性能办公够用，屏幕清晰，键盘手感很好，接口基本完好。不知道质量到底怎样，靠时间说话了。提心吊胆得一个月吧。,1
红娘子的书一向都没让我失望过，从最初的红缎，到后来的绿门，橙子，青丝，都有自己的出彩之处，都不会是同一个模子印出来的，所以让我们读者都有新的期待...关于感动，爱情，亲情，友情，红娘子都已经用自己的笔触讲述给了我们这次的《迷藏 血色面具》也让我见识到了另一面的红娘子！有她最熟悉也最热爱的故乡，湘西....这里面融入的感情元素就更多了...~所以，值得期待，值得阅读！,1
性价比高，散热是相当地出色，读盘时有较小噪声，只是相对静音时，可以接受,1
跟蒙牛废话干啥？珍爱生命，远离蒙牛！上次发现媳妇竟然买了一箱蒙牛，气死我了，一把夺走用来浇花了。,0
不买蒙牛很久了,0
上了大学后，经历了周遭无数女生恋爱的告吹，感受了无数明明自己没有安全感却还要给别人温暖的真情，开始明白无论女生多可怕她们也只是天使与恶魔的统一。我们的生活有太多的麻烦，无论是过去的还是没过来的，我们需要寻找安慰，找寻出口，追逐快乐，取得幸福。所以有一本圣经总是好的，有一本圣经总会让我们觉得在成长的道路上并不孤独。,1
现代许多年轻人喜欢读那些女人气的散文，对民俗作品不屑一顾，其实，民俗民情才是我们中国文化的根。花再娇艳也要有根的支撑啊。太湖实在是茶文化的故乡，就算日本的茶道也起源于中国。更何况茶圣陆羽的茶经也在太湖写成。太湖畔的惠泉山水，曾经让唐朝宰相李德裕，像杨贵妃千里传荔枝一样的让快马从无锡送去惠泉山水到长安，只为煮茶品茗。太湖茶俗，实在影响了中国数千年啊。这本书，你值得拥有。,1
服务态度不错，说好的东西也送了。特别要表扬一下顺丰快递的快递员，因为家里出了点事，让人家白跑两次，人家也没生气，依然送到家里，非常感谢。,1
"小说中的人物硬要说是真实的,起码是源于生活高于生活的编写.不让别人去求证就是作者心虚,很虚伪煽情又要说成是真实的一部作品.",0
拿到书用了六天才看完。最感动的地方要数第三部风华篇了。云峥的死让我哭的稀里哗啦的。看到凤歌一夜白头又忍不住唏嘘。个人心中还是希望女主能和宇公子在一起，看到君北羽在知晓一切时那种孩子气，想要把心爱的人抢回来那种霸气，心中无奈。可是，错过就是错过了。后两部感觉有点恐怖，又是降头又是日本神兽的，我是在晚上看的，脊背都有点冷。,1
强于N270的CPU速度，比较出众的持续使用时间，不错的键盘大小和手感。,1
这本书质量、印刷还是不错的，不过它只适合五岁以下儿童看，我的孩子已经八岁了对这套书好像没有兴趣。另外这套书有些贵。,0
没有xp系统盘麻烦，不知道是不是网卡原因，本地连接老是不稳定~~待查,0
根本不是酒店，不是人住的，房间加洗手间一共就6个平方，走路的地方都没有，而且卫生设施非常差，电视机小的看不到，加起来才3频道，简直就是难民营！！强烈建议大家不要图便宜住这家酒店！！,0
我在宝宝两个多月时看到这本书，几乎一口气看完。当时我的奶不是很多，宝宝总要吃，家里人都说我奶不够，于是加了不少奶粉。看了这本书我才知道奶是越吸越多，于是下定决心减奶粉，用了不到一个月，把一天四顿奶粉都减了，成为纯母乳喂养！而且以前我准备就喂四个月的，看了小巫的书我准备至少喂到一岁，现在宝宝七个月了，我还坚持带宝宝睡觉，坚持母乳喂养！真要感谢小巫！这次买书是准备送几个怀孕的朋友！,1
收到书，还未打开就被封面的鲜艳色彩及版样吸引，迫不急待的打开，书内的设计及彩图也不错，色泽及印刷质量都称的上好，没有味道，贴图也从简入深。价格也不贵。拿回家，小宝贝也很喜欢，我家宝宝只有2岁5个月对于她贴片不太好撕，大一些的贴片要我来帮她撕。不过，今天再玩时已经比昨天撕的好很多了，可以锻炼她的小手呢。等这几本用完了，我想我还会再给她买一些类似的书。,1
像素高，色素也很清晰，游戏也好玩，内存大,1
这个笔记本本电脑，我已经关注一段时间了。本来想在3388的时候入手的，错过了现在在3399的时候买的。加上用了一张优惠券挺合算的价格。使用还不错,1
突然发现大家都手捧一本《明朝那些事》才察觉原来都出到4了，赶紧从当当上买了一本饱读。感觉一般，看到一半就进行不下去了。,0
"方便的地方:1),离机场近;2),有车接送,很方便.极度不满的地方:1),骚扰电话不停,对电话那头说:'你们再打电话,我要报警了""得到嚣张的答复:""有种你去报啊!""吓得赶紧把电话线给拔了;2),在大堂里面的商店买矿泉水,因为没有零钱,给了张100块的,结果找回一张50的假钱.过后才发觉.不建议大家在那里住.",0
莫泰连锁酒店就是骗子！！！我被忽悠办了张50元的会员卡！！！根本没有什么会员待遇，和网上预订一个价格！！！就是个大骗子！！！！,0
5月1日小假，在湖州国际大酒店入住，感觉不错，性价比还是蛮高的，特别是处在湖州最热闹的购物区，可以领略小城市五一假期市民的过节方式，也可以静心挑选湖州的特产丝绸和毛笔，因为专卖店就在酒店隔壁。常常区游玩青山绿水，这次来了个纯购物，别有情趣。酒店的服务也不错。下次有需要还会入住。,1
马马虎虎还可以吧。,1
垃圾！ #食品安全# 蒙牛整条产业链彻底失控？,0
很不好 我订金刷卡 房费付现金 刷卡的也一样跟我收 我打电话去尽然要我到厦门拿现金 实在是无理,0
处理器再强点就好了，当然再强点就不是这个价了，显卡的显存很强大，位宽很不强大。只有包，没有鼠标，,0
本职工作用起来还是不错的，待机时间很满意，Linux系统用起来还有点新鲜，做工和预期的一样好,1
碰到最差的、最骗人的卖家，好吧，我倒霉！这个卖家太不厚道了，显示所在地上海，我买这个热水器选江浙沪地区很好，又不远，快递运输途中减少损坏，因为我是杭州的。看中了这个店家上海的，拍下来，发货地居然在陕西西安，我草！被这店家骗了，客服解释说上海仓没货，所以发西安仓。坑谁呢？有本事IP地址显出来让我们看看！等了两天后(有点慢的，如果上海发，一天到)快递到达杭州突然我感冒了，请了假，快递员打电话给我，我叫他明天送。又过了一天快递来了，我发现了纸箱破了洞，当着快递员面拆开又发现了两处被撞凹下去了&hellip;算了，拒收退回去就是浪费时间，加上新家装修结束需要装热水器，无奈签收了。请大家注意，这个店家就是陕西的，时间紧的和发货地点在陕西西安非常远，快递运输途中会撞击损坏的，避免给你带来浪费时间，请绕道吧，别买这个店家的热水器就行了！热水器被损坏真失望，全扣5分！差评！真想伸个中指！,0
缺点就多了。1；声音太小，没有好听的音乐，尽是一些烂歌。2；颜色不好，在家里还点，在外面就完全不行了，你怎么调它都调不好，没办法。3；没有好玩的游戏。4；手机信号也不是太好，别人都是满格，我只有3，4 格。就这样吧说多了你心里不好受。,0
"一个字:差,2个字:很差.3个字:非常差.实在不能住人.哎!要不是其他饭店太贵的话，我是绝对不会定这间的.CTRIP没有把真实的房间照片反应出来.",0
"并没有宣传的那样好,且没有什么实用性,更没有娱乐价值,现在也没有人糊墙了,真不知道,拿这本书做什么???",0
书的介绍吹嘘得太过，看了以后比较失望,0
"由于小孩怕震天响的炮仗声,我们每年都有大年夜和初四晚到宾馆过夜的习惯",1
书是看完了，我感觉于丹先生更像一位幼儿园老师。,0
庆11周年14英寸本限金牌抢购2999元!这样的价格，这样可爱的本子，除了激动还有什么,1
我在店中店买了一次东西后，就总有电话打给我，说什么我因为买了东西成为他们的会员了，然后就推销大长今、保健品之类的东西，已经接到几十个了，真烦死了。当当对店中店的管理太差了，怎么能把我们的联系电话随便给别人。至今快半年了，仍有电话打来，真是忍无可忍，太烦人了。,0
悲观的人不适合看，会产生厌世情绪。,0
蒙牛绿色好心情！,1
优点：这是我的第一款本本，所以好不好的概念不明确，目前玩实况OK,1
屏幕上有一个坏点，不过影响不大；电池的确不禁用，也就是一个多小时；散热还可以吧，键盘右下侧有点热。,0
"性价比高啊!镜面屏够大,比14.1的那种新式宽屏大多了!显卡被认3430.驱动光盘有全部的驱动(摄像头的软件也在里面的).喇叭也不错.物有所值啊!",1
"儿子喜欢的,我们刚看了我想有颗星星,我想去看大海和我想有个弟弟,每本书都要看3遍才肯换换的!",0
打开电视后有对入住客人的欢迎词在屏幕滚动，感到比较温馨。房间比较干净，卫生间设施较完备，酒店附近交通比较方便。,1
泰达商务酒店的价格比较吸引人房间硬件不错，洗手间也很好。网速比较慢位置很好，在城关区周边的环境太差了。一边是马路，很多卡车。一边是铁路，很多火车。 夜里的噪音很大，很难入睡,0
看了怎么多好评才买，怎么女儿不喜欢，放在一边了，是不是大点喜欢？女儿2岁半~,0
"书收到了,和上面那一位朋友一样,我也没有收到书本该附带的赠品!!!的确,就是一个记事本的事情,看上去小,关键的关键是缺乏信誉!!!想到很多朋友越来越多的都从当当转投了卓越购书,为什么这样,当当是应该好好反省一下了,不能因为发展大了,就可以越来越开始店大欺客了!希望当当给我一个让人满意的答复!!!",0
"我买该机不到半年,有几个键已经发黑,外观银漆有的地方已脱落.",0
昨日去超市想买奶粉，就看看雀巢啊，伊利啊，蒙牛啊什么的，结果导购不断的说那就是香精调购的，这个也是那个也是，我就问那你说哪个好，她指着一个叫荷兰乳牛的，说是进口的，我一看也不贵，就拿了一盒。今天上网一搜，什么乱七八糟的消息都有，真不知道现在该吃什么喝什么了！,1
不知道是不是CPU的频率高的缘故，还是散热不好，感觉键盘左半边还有左手掌托处很热，CPU待机都有57度硬盘47度，比F8系列的CPU待机47硬盘39显卡47差很多。还有就是内存太少，需要自己再加一条。,0
1、屏幕相当大，色素相当高，图片细腻，真的是很养眼。2、支持SD/MMC卡，可扩展大大提高。,1
"不带光学变焦,不支持蓝牙",0
没什么不足，这个价格，这个配置，这个做工，你还有什么好挑的？,0
"1、该酒店房间小,我住的标准间很小,很舒服;2、这个酒店是三星级，我认为最多能够上两颗星，属于好一点的招待所；3、价钱贵，周遍环境不好；4、服务员服务质量极次，建议协程取缔该酒店的会员资格，我去有上当的感觉。",0
可以录音六分钟。也好操作，可以当一个录音笔用了。,1
屏幕稍小让人看上去一点也不大气，通话音量稍小，在公车或者地铁里想听清楚真是费大力了。按键手感也只是一般。,0
小汤的书很多，同一版本的名称就有很多样儿，购买起来，一度很迷茫。所以，请当当的工作人员校对，同意口径，让消费者购买起来，不至于云里雾里的。辛苦了。这本书，印刷质量很好。因为是儿子的钢琴老师指定的，所以才到当当网上寻找，拿到书以后觉得不错。唯一遗憾的是，附赠的vcd质量欠佳，孔祥东的讲解总是卡壳。其实也无所谓了，毕竟书才是教材嘛,1
放弃吧，不要被书的标题迷惑了，这本书根本不适合中国的父母，根本就没有实际内容~最值得记住的就是这本书名，大声为孩子读书！,0
酒店设备很陈旧，浴室设备也坏掉，服务也很差。因为到的比较晚，入住已经差不多11点钟了，家里人打电话来酒店，酒店总机也是特别没礼貌的挂电话。因为经常出差，这基本上是住过最差的酒店了。,0
"显卡强大,基本跑游戏都跑得起来,看起来也很爽,和台式机差不多了..",1
看完之后，非常喜欢作者细腻的情感和文笔，她把都市生活中可能遇到的很多情况在小说主人公身上再现了，让读书的我们感同身受，并且针对这些问题，针对我们经常会出现的负面情绪找到内心深处最根本的原因，印证了作者的观点：“当外境有任何东西触动你的时候，记得，要忘往内看。”全书看完，我的心情非常平静，那种感觉我不知道要怎样表述，好像有种淡淡的甜味，很淡，不腻人，很美好的感觉。,1
这是一本针对青少年心理障碍而撰写的有关心理咨询与治疗的理论和实践的著作。提纲携领地介绍了青少年心理咨询的特点与技术；尤为精彩的是本书涉及眼下青少年常见的网络成瘾问题、进食障碍及亲子关系这样一些新颖内容，别具一格。另外，本书中有些章节堪称精华：如关于家庭治疗的描述和介绍，既详实具体，又言简意赅。总之，这是一本专业从业人员可读性很强的读物。,1
总体外观还是不错的，就是底板是黑色的，与上盖的白色不是特别的配,1
看到网上评价比较好，翻了一下觉得很不实用，讲了一些大的经络自己没有办法操作,0
最大的缺点就是电话薄里设置的对应照片，如果不小心删除了，那么拨出电话会出现死机现象，不知道这是什么毛病！,0
"订了,不知为什么没送货.没有原因,也就不要货了",0
"短信铃声方面：不可以自己设,太单调。通话记录方面：如果拨打同一个电话n次,那记录里就会有n笔记录，占用系统资源，太浪费宝贵空间了^_^",0
"外表还算过得去，一出电梯就是一股浓重的发霉味；在房间时服务员不敲门不按门铃就进入我的房间，吓出一身冷汗；结账时居然不会刷卡，由于我的信用卡没有密码,居然连刷2次，刷了2倍房费；12点就没有热水，正月初8空调只能达到15度;这样的酒店早就应该降级！",0
被A310搞的晕晕的，A310的内存是多少？不是说了有9M的吗？我刚刚只存了4M多的东西怎么就满了呢？手机带的铃声图片又删不掉白占地方了，下到机子上的动画做成待机也变成不动的了，哭,0
我跟本就没有收到这本书，你们网站到底是怎么一回事。买了本书到了现在还没有收到。我真的很失望，书都没有收到叫我写什么评论。多的不想说了，就是一句话，我在你们那里买了这本书，到现在我都没有还没有收到书。,0
交通方便，餐厅饭菜不错，只是较小，忙时要预定。价格合理，下次还住这里！补充点评 2008年4月11日 ： 刷卡时国内卡刷不出来，到是国外的卡刷出来了。奇怪！,1
倍感欣慰巴西进口的香蕉+有机原奶，当然好喝。有品位！！蒙牛是很不错的乳企彭枭: 多谢支持蒙牛产品！,1
"这本书的内容真是谈不上幽默,妄想看看书就费工夫就想记住英语单词就更是白日做梦,总之,这本书买得不值.",0
帮同学买的书，那天坐车回大学，一路上百无聊赖，于是就翻开了这本书。彩色的图，有些慵懒的文字，文中有着对爱情的感悟，最重要的，将我们这些“门外汉”带入了咖啡的世界~~~~你也许不一定知道，原来咖啡净是气味也有18种之多，味道有苦、酸还有甜3种。各种名目的咖啡各有自己的特色，各有自己的口感……书里面还有教你制作各种咖啡的方法，如果有兴趣的话，不妨去动手试一试！,1
屏幕易进灰、滑盖易松动、按键松软无手感，根本没有N6280出色，不建议购买。,0
"海景房果然名不虚传, 可以看到整个港岛的景色.服务也很周到.交通也算方便,就是打车去港岛成本比较高, 购物很方便,酒店旁边就有SOGO. 总体来说,非常好的酒店. 绝对值得一住.",1
 #蒙牛百变大咖秀# 我很爱蒙牛优益c的哟\\^O^/它已经成为我生命中的一部分，伤心的时候想喝它，开心的时候更想喝它所以，你知道怎么做的啦。,1
桃红色的看起来好Cute，屏幕色彩绚丽细腻，拍照效果很棒.我买了之后很多人都夸,1
当当网名不符实，订货多日不见送货，询问客服只会推托，只会要求用户再下订单。如此服务留不住顾客的。去别的网站买书服务更好。,0
只能说不是我想要的内容，应该是不适合我吧，不是很喜欢，只看了几页，就放到一边了,0
最近下单号为：1442083355，其中一套书《易经的智慧》当当网  少带光盘 。为了得到解决，我去信两次，二三天无人回复。  然后我打电话[08/1/04 1:30]010-51236699客服热线，分机为3037。反映情况。当当网的回复令人失望，让我把书全面寄回去，办理换货。说不管哪儿个 人都是这样处理的。我说这样多麻烦，你们把忘带的光带寄过来不行吗。当当网说，不行。这样的小事，这样的处理，个人感觉，在当当网购物，不出现麻烦罢了，一出现，你就倒霉了！我也不计划要光盘了，不会把书再寄回去，因为他们这样的态度，让我不放心。我自认倒霉。只是考虑往后不在当当网购书。,0
本来想买独显的机器，可惜这款不是独显的，如果是的话就更好了。 不过本人也不玩游戏，平时工作娱乐都够了。,0
服务态度不好，换个房间都不给换，弄个最差的给住！,0
大品牌质量优保证，京东买东西行货，带发票，售后有保证，机子配置不错，散热也好，完美屏幕这个很重要哦。,1
本来以为这个价格的本子做工不会好到哪里去，到手后一看，做工还真不错，至少比5k的dell好。。。性能也过得去。。。,1
信号比较差，所以导致通话质量不高。,0
价格有点偏贵，开机时硬盘不够静，运行中还行，右掌托稍热。VISTA太垃圾，不如XP好。,0
该书消遣是可以的，实际效果就不晓得了,0
我终于知道为什么我们学校蒙牛的酸奶那么便宜咯，因为蒙牛的酸奶厂就在我们学校旁边 我在#包头医学院# http:t.cn/zOgJuEk,1
我是在朋友推荐下买的这套书，女儿四岁，非常喜欢，每天都要讲至少两本才行。每个故事都很贴近生活，图画和语言都很生动有趣，既对孩子有教育意义，我自己也从中学习了如何应对孩子成长中的各种问题。是大人孩子皆宜的好书。每本书的故事都比较长，太小的宝宝不适合。有的内容女儿这个年龄还不太能理解，我觉得这套书可以陪伴她一直到上小学。,1
我已经很久不喝蒙牛奶了，接二连三的质量问题，让我无法去信任它，所以现在我只买伊利牛奶！。,0
"总体来说还可,主要是正好去办事情，方便.以后基本还是住这",1
1 有品牌优势，做工细致 2 CPU散热好，声音小 3 USB接口左右均有，设计较合理 4 键盘较舒适 5 附送1G内存，售后不错，帮我安的内存条，安上后用VISTA系统快了不少,1
不喜欢书中图画的风格，故事也太简单，觉得没太大意思。儿子也不喜欢这本书。,0
开始是被这个故事打动，所以买了这本书。刚拿到这本书，里面的画面，本人不是很喜欢，有一种说不出的感觉，有点像过分的曝光的照片，担心孩子不喜欢。所以，我先尝试着在睡觉前不拿书给她讲，结果小家伙一下子就被这个故事给吸引了，非常喜欢。第二天就开始每天都得讲这个故事。非常的有意思。还可以做个小游戏，画里灰袍奶奶的袍子和自然融成一色，需要一点眼里才能找着哦，考考小朋友吧。,1
已经帮人买了很多本，最近的一次订的4本都缺了大图、目录、1－5页，大家收货一定检查清楚！,0
这本书有别于以往看过的早教书籍，结合了说明文的写实，散文的情致和图册的一目了然。特别是读过几页后，会觉得这是一本放不下的书本。书中描述了很多常见的生活状态，以及各种状态下与子女沟通融洽的方式。未详尽处及由文本内容而延伸出的疑虑，在后文也有提及。给人感觉是一本智慧的书，了解家长的书。非常喜欢！,1
我怎么觉得做工挺好，散热也不错呢？？？？还有装系统很麻烦吗？BIOS里设置一下硬盘参数随便找个XP一装不就完了吗？驱动下载一个system update，安装完成后驱动自动下载下来，而且是自动安装的，有什么麻烦的？我到怀疑你们这些人到底会用不会用？,1
"由于飞机晚点,我到达酒店的时候已经凌晨2点,酒店的服务生好象根本就没有想到那个时候还会有客人入住,(也许是一个临时的员工),一切的手续办理都显得不熟练.",0
性价比真不错，屏幕很漂亮，我还是一闭眼把贴膜给撕了，呵呵。送了鼠标，屏幕擦，买的时候并不知道还有点小惊喜。包装满厚实的。,1
唉，，上当了，真是上当了，，，内容没趣也没意境,0
哈哈，笑死了。。。 +10010 切糕没毒 切糕至少没下毒!蒙牛确实比切糕还坑爹蒙牛这些傻逼是不是以为切糕很高级呀,0
联想原装的软件不喜欢，自带的介绍也很少！原始分区也太随意，格成2个区，40的280；太不方便了！,0
外观讨人喜欢，钢琴烤漆，预装vista系统，双核处理器，250G硬盘够用了配备DVD―RW和网络摄像头，13寸屏幕不错比起惠普的cq系列要亮丽，比较轻便，散热不错，喇叭不错，电池能够撑3个小时，在13寸的notebook已经不错了，在13寸的notebook上性价比是第一的,1
本书其实没说什么，也看不出价值在哪，作者倒是牛，把西医批评的一无是处，感觉就是根本不懂科学,0
阅读这本书，心情一直很平静，给自己的一个坚持的要求，用心去感受书中的箴言，用心去聆听自己内心的感受，其实个人的生活镜像，就像婴儿出生时一样，简简单单的，最纯、最真的自我。个人的成长必须历经世间各种世俗的洗礼，最后是选择地狱之路或是天堂之路，都由自己一路的心灵指引，最终形成必然的结果之路。所以了解自己，解读自己，选择阅读本书不失为生活馈赠给自己的最好礼物！,1
"看过<穿PRADA的恶魔>后,再来看这本中国的时尚界小说,感觉只有一句话,首先要生存,再来谈其他.眼看他鲜衣裘锦,眼看他香车美人,眼看他黑眼圈苍白脸,眼看他从单纯走向城府.是不是职场都是这样惨烈?公平地说,在这样的环境下,人一定会变聪明,能力一定会短期内得到极大提高,从另外一方面说,这真的是好事.",1
系统太难装了！不过最后解决了，有兴趣与我联系 bookzip@qq.com,1
求医不如求己1——3 都是好书，如坚持看，并坚持做。我想效果一定很好。我建议大家，都能买，通过当当买，其他的途径比较贵。,0
小巧，轻便，配置很合理，不同于一般上网本 带了六芯电池，能用快6个小时，很好,1
记得看多一电视剧叫做血玲珑和这个书的意思差不多，也是一个孩子得了绝症，生下另一个作为药物治疗，那时候就思考过伦理的问题。这本书的结局是第二个孩子突然死掉了，把肾脏给了第一个孩子，很突然。书里是以各个人不同的视角写的，刚开始有点混乱，后来就好多了，里面还穿插了其他人的故事，还不错。里面的妈妈很执着，爸爸基本正常，律师也很有意思，就连那个叫法官的狗狗也很好玩。,1
"每次出差都住在这家酒店，酒店在服务上做得很好.前台小姐很有礼貌,训练有素，非常热情，由于飞机晚上很迟到达，大堂经理还专门派车接了我，她们这种热情、细致、周到的服务使人有种宾至如归的感觉，下次还会到这家酒店入住.",1
幸亏周末提货了，买完广州就断货？酒红色外观很不错。fashion。,1
做功不错；比较轻便。音量比我的T61响亮多了，音质很好。其它重量啊、容易沾指纹啊，不是什么问题。,1
垃圾书，典型的伪科学，幸好是帮人带的。,0
"价格便宜!体积小!重量轻!质量一般,不过一分钱一分货嘛!配置还成！",1
一直都说再也不喝蒙牛家的牛奶了，就连飞机上看到蒙牛的酸奶都很冷静地拒绝吃它了，结果还是在办公室里看到免费的特仑苏而沦陷了，我是个木有节操的消费者，鄙视一下我自己,0
每天中午一袋儿蒙牛早餐奶，嗯没错，是早餐奶；也没错，是蒙牛！,0
性能优越，这个价格下的高配置称得上高性价比。外观也很漂亮，拿手上也不觉得太沉。 跑VISTA很流畅，开多个程序基本不觉得卡，内存高就是好啊。,1
牛 蒙牛先生，你太牛了。@杭州微博城事,1
我是严歌苓的忠实追客。从5年前左右第一次读到她的人寰，雌性的草地，就开始一发不可收拾的追她的每一本书。她的小说题材基本可以按照她本人生活经历划分为军队文革题材跟留美寄居题材。追她的小说很大原因我想在于她很能讲故事，比喻总能让人耳目一新。这部穗子物语里面，我最喜欢她们一帮子女孩在作家协会大院的生活。笼罩在父辈罪名的阴影下，依然活出了属于她们的童年。,1
当时是特价促销时买的，没有想到还会降价。键盘手感不错，性能还好，电池续航时间值得一提，差不多都在8个小时左右，真的厉害。,1
看来买盗版是要碰运气的，十张前四张不错，第五张不能看，还有四张图像不错，一上来也有声音，可是后面全没有声音了，呵呵。,0
是我们有毛病，蒙牛伊利没毛病！ 分享图片,0
面板容易有指纹痕迹，内存扩容后必须升级bios才能显示2G而说明书上无介绍,0
这《论语》也太通俗浅薄了一小时读完，火速送人了，趁别人还以为它很好的时候心疼我的银子呀,0
"6楼窗外就是整幢大楼的风机,非常吵!可能是存心留给携程的客人,第二天到下午四点回房还没清洁房屋,太离谱!!!!!",0
SBSB 抵制蒙牛,0
环境很好，服务也不错，推荐 下次还会住这里,1
第一次订到这么差的房间，可能是黄金周的关系，价格和档次根本不等同，纱窗是坏的，马桶是坏的，空调到灌水，在山庄的饭店吃饭没放盐，价格还和上海差不多，整个宾馆好像没有人搞卫生工作似的，总结出来三个字：脏、乱、差！！！下次来不住这里了！怕怕！！,0
店家很给力，快递也是相当快，第三次光顾啦,1
借助一位职场精英的评价来表达自己对这本书的看法吧：可读性还不错，对刚入社会的学生特别新鲜。可对一些参加工作很多年的人来说，看上去就很麻木了……,0
很久不喝牛奶了 你有一个好朋友，祝你幸福！ 几年前，一个在蒙牛工作的朋友告诉我，別喝蒙牛奶。于是我从此没在喝。过了这么多年，一系列蒙牛的负面新闻，我只是奇怪为啥央视还在给它继续做广告呢？所以，我要感谢当年告诉我内幕的朋友！,0
书到手后随便翻了一下，印刷包装倒是挺不错，内容觉得很没意思。不值。,0
1、搭载GPS卫星定位系统；2、独特、便捷的待机画面；3、机身体积相对小巧；4、支持廉价且通用性极佳的SD存储卡，并支持热插拔。,1
此书对我们不是学医的讲不是很有用.,0
价格不是最便宜的，招商还是浦发银行是238*12=2856.00人家还可以分期的。,0
只是中间快递这个环节真的是，只能怪我们这边中通快递服务不好吧。售后倒是非常好，一打联系电话，马上来人安装了，效果也很好，我一个人洗澡搓搓有余。送的电热水壶虽然是半球牌，也不错啦。,0
配置是不错的 很怕显示屏不好 检测下来还不错 外壳一般化 在这个价位上就可以了 运行2小时后有点热 不烫手 xp很好装,1
睡前喝热热的牛奶，我喜欢蒙牛这个新的包装,1
生意都做成这样了，还以为别人比他们还弱智！蠢到这份上真的无药可治了！为自己积点德，为子孙积点德，行不行啊？ 怎么不实？！那包装是p的？蒙牛高层不是不担心中国百姓不买么？扬言尽管负面新闻，不是还在排队买[...,0
三毛的所有作品几乎都读过觉得这本最好。其实每本都爱不释手。三毛三毛与荷西每一处地方的生活与朋友对每一个地方的敏锐细腻的情感让我感觉这一生，其实，可以有很多可能。我们还可以有梦。有一天，我们也可以去流浪，足迹或心。感谢生活感谢有一个叫作三毛的女子,1
"插入耳机后,OK363可以开启喇叭实现FM收听!二十多个节目表编辑功能,4小时电台录音,能为平常带来不少娱乐性.拍摄与录像速度比较快;俱备一个自拍镜,位置感觉十分实用!",1
看完“千山”，意犹未尽。故事还没结束，这是我一看完就有的念头。我强烈要求匪大写续集，我想这不是我一个人的想法。因为“莫生”的故事还有很多想像的空间，还有很多未交待的情节，看“千山”是我泪流得最少的一本，比景年的还要少，证明这书还没到“戏肉”。所以匪大你就算不定续集，至少也写几个翻外来满足一下我们好了。,1
性价比很高~~~显卡是3430 不错~~~~~装一个萝卜花园的ghost版就全部驱动都有了~~~很方便~~~比HP的方便多了~~~,1
